txt,result
이상형 표 보고 궁합 보고 발렌타인데이 만나기로 약속 잡고 .. 알 간지 1년 넘는데 전화 귀엽다고 해주고 암튼 썸 인 포인트 은 많은데 연애 한다고 생각 하면 낯 간지럽다는 느낌 받아요 암튼 3 자가 들으면 무조건 썸이라는데 당사자 인 긴가 민가 할까,1
"사람 마음 들어서 먼저 다가갔는데 

 느낌 사람 나를 마음 두는거 같은데 

 확실하게 직진 해볼까 하는데 애매해서 

 그린 라이트 맞아 직진 두 괜츈 

 1 30 키로 되는 거리 집 데려다 줌 2 델따주 집 가기 전 쭈뼛쭈뼛 거리 더니 한테 뽀뽀 해줌 3 능력 과시 해야 한다해 사람 이라고 어필 했던거 같아 

 한테 관심 있는거 같은데 

 대해 물어보지 않아 

 잤냐 저녁 먹었냐 이런건 물어보긴 하는데 
 디테 일하게 안물 본 달까 데이트 주 토욜이긴 
 3 번 째 

 한테 관심 있는거 같으면 
 진지하게 얘기 꺼내도 괜찮을까 남자 분들 조언 부탁 찌 꼬셔 야할까",1
"여자 사바 사겠지만 .. 호감 있는 사람 앞 거울 꺼내고 
 음식 먹고나서 거울 꺼내서 틴트 바르고 화장 고치고도 생각 은 아닐것 같거든 .. 아직 사귀는것도 아니고 썸이거든",1
연락 티키타카 되는데 딱히 먼저 말거는거 같지는 않으면 일방 적 호감 답장 빨리 오고 본인 하는지 시시콜콜한 사진 보내고 먹는지 하는지 바버샵 갔다고 머리 자르는 셀카 보내고 근데 카톡 대화 뭔가 남자 먼저 말 건 적 은 없는 느낌 썸,0
"호감 있는 사람 있는데 소개팅 받아서 소개팅 할 얘기 하네 여럿 
 소개 상대방 사진 보여줌 ... 관심 없으니까 마음 접으라는 거지 열심히 하라 했다 ...",0
"안녕하십니까 28 살 쏠 입니다 최근 모임 마음 드는 분 생겨 저녁식사 한번 하자 했었습니다 상대방 좋다고 흔쾌히 나오시더라구요 약속 당일 상대방 분 10분 늦으셨지만 퇴근길 그러려니 했습니다 .. 호감 있었고 

 암튼 저녁 먹고 커피 마시며 산책 도하 분위기 좋았다 생각 보자는 식 말 헤어진 

 집 에도 착해서 카톡 연락 이어 갔습니다 약속 잡으려고요 근데 주는 바쁘니 다음즈 연락 주겠다는 겁니다 바쁘시구나 다음주 연락 달라 말 연락 은 끊겼고 

 다음주 어제 시작 되었지만 연락 은 오지 않고 있네요 .. 거절 멘트 인걸 몰랐네요",0
"소개팅 에프 터 잡긴 했는데 여자 분 호감 있는걸 

 식사 내내 대화 분위기 나쁘지 않았음 식당 선정 우연 치 않게 여자 분 좋아하는 와인 반응 좋았음 근데 막판 식사 비용 12만 눤좀 넘게 나왔는데 
 본인 내시겠다고 하다가 걍 카드 내버림 보통 여자 분들 식사 본인 려고 면 손절 생각 이라는 데 .. 맞는거야",0
"계속 호감 표현 하던 여동생 있었는데 
 지역 달라 놀러 왔을 호텔 잡아주구 마카 세 사주고 영화 보여주고 걔 아플 집가서 약 걔 좋아하는 디저트 문 앞 걸어놓고 오고 그랬는데 날 갑자기 연락 안되더니 남자친구 생김 

 최근 다시 연락 서울 오는데 얼굴 보재 근데 방배동 있을거라고 태우러 오래 

 호구",0
"당근 일주일 전 거래 여자 계속 연락 온다 
 고양이 4 마리 키운다니까 
 놀러 가고 싶다고 한가하면 연락 주시 형식 적 하는 말 인 줄 알 

 근데 하루 번 고양이 보여 달라 
 그저께 인스타 아이디 알려 달라 
 어떻 든 계속 메세지 보내는데 어떡함 거래 물건 은 고양이 화장실 ..",1
"썸탈때 
 서로 이성 알아가는 단계 

 헤어지고나서 다음주 약속 잡길래 

 세번 관심 있는줄 알았는데 ............. 톡 은 이리 늦는 건지 원체 늦는거 같은데 한번 이요 이성 호감 은 있는데 연락 늦게 보내시는 분 계시나요",1
처음 해서 모임 만나다가 우연 치 않게 개별 적 인 만남 가졌습니다 이후 호감 생겨 계속 해주다가 개별 적 인 만남 이어오고 지금 은 10 번 만남 가가졌습니다 고백 2 번 했는데 아직도 생각 필요하다고 해서 이후 여행 가고 술 마시고 손 잡고 분 먼저 손 잡자고 제스처 취합니 지금 은 사진 찍 안고 해도 거부 없습니다 .. 찍어 사진 계속 프사 올리고 카톡 프사 간곳 똑같이 하면 좋겠다고 하길래 그렇게 카톡 프사 올렸습니다 부모님 한테 만난다고 말 만날 비용 반 반 내줘요 분 말 로는 20 대 후반 결혼 생각 싶다고 하는데 ...... 계속 지속 해야 할지 하지 말 야할지 사실 크게 마음 은 예전 보다 없어서요 .....,0
"친구 썸 타는 여자애 먹는 술자리 날 불렀는데 
 친구 30 살이 여자애 24 살이거든 친구 직장 하는 알바생 
 애가 이쁘 장하더라고 귀엽고 

 근데 애가 지 썸남 있으면서 한테 
 티나 추근 덕 거리 겨 

 어떠냐고 물어보고 시선 계속 느껴지고 .. 친구 한테 눈치 보 여서 

 최대한 눈 안 마주치고 묻는 말 에만 대답 해줬는데 
 나도 사람인 지라 애가 이쁘니까 호감 갔는데",1
"헬스장 로맨스 가능해 매일 같은 운동 가는데 
 항상 마주치는 분 계셔 분 남자 난 여자 
 매일 눈 번 마주 치고 
 분 나를 되게 쳐다보는 듯 느낌 
 느끼는거면 분 한테 호감 있으신 근데 한테 말 은 절대 안 걸어",0
"사귀기로 연락 안 하는건 ... 두번째 만남 급하게 사귄 케이스 ;; 
 남자 나도 금 사빠 기질 많이 있었던 건 사실 이었던 같고 ... 장거리 .. 달 한두 번 보는 시작 말았어야 했나 이제 후회 중 이긴 
 만나자고는 남자 이야기 하는데 
 평일 연락 없어 하루 이틀 지나감 호감 있으면 사람 뭘 하는지 하루 보냈는지 건 궁금해야 되는 않아 장거리 그러다 보니 날 만나는 의도 나쁜 생각 들어 주 에도 금요일 만나는게 다인 데 대해 얘기 해보려고 ..... 근데 고쳐 지기 힘들겠지 끝내는 답 인 같은데 나이 많아서 만나기 어렵다 보니 괜히 아쉽 기도 고민 이다 .... 이러는거여 .. 처음 만나자고 말 하지를 말던지",0
"남사 친 맨날 연락 하는데 
 한테 호감 해보려고 그러는건 아닌거 같아 

 오늘 했고 할거다 
 사업 하는데 이런거 이런거 시도 해볼거다 지금 어디가 얘기 하는데 
 원래 친했던 사람 아니었구 
 5년 전에 알기만 하다가 최근 두 세번 만난 사이 지인 와인 바 갔는데 지인 썸 타냐고 하는데 
 편한 친구 예요 러더 느낌 호감 있어서 그런거 같진 않은데 
 에겐 저런거 알려주는거랑 
 인스타 스토리 올릴 마다 말 시켜서 하루 종일 카톡 그게 날 며칠 이어지는데 
 할거다 얘기 거든 한테 성적 호감 없는거 같은데 
 굳이 이러는걸",1
"남자 분들 소개팅 할 마음 안 별로 엄청 다정하게 대 해주 매너 있게 행동 할 수 있음 소개팅 당 날 은 엄청 다정하고 센스 있고 매너 있어서 한테 호감 있는줄 알았는데 그다음 없어 
 착각 인 아님 예의 인거 …",0
"여자 썸 타는 같은데 해서 여쭤 봅니다 만나면 일주일 34 번 적으면 2 번 많으면 5 번 만나는 같아요 만나서 산책 근처 실내 들어가서 폰 헤어지고 가끔 운동 그러고요 벌툰 주말 한번 가서 영화 봐요 
 벌툰 은 넷플 볼 수 잇는 룸 같은가에요 만화카페 가자고 먼저 개 처음 먼저 가자고 햇 고요 벌툰 영화 보면서 어캐 기대도 되냐고 해서 기대도 된다 해서 영화 볼 기대서 봣어 이제 버스 집 갈 허락 안 맡고 기대도 아무 말 안 밤 전화 자주 하고요 장난 하면 생각 이러고 그래요 썸 맞나요 ",1
"20 대 후반 여자 입니당 서로 오늘 하루 스케줄 공유 
 하면 인증샷 보내주던데 .. 먼저 그렇게 하기 시작 해서 가끔 사진 인증 하구요 연락 끊이질 않아요 썸 일까",0
"짝남 연락 한지 12월 했어 
 근데 학교 에서는 아무 없어요 
 근데 디엠 썸 같다는데 전 모르겠어요 짝남 무뚜뚝 하기는 아아 
 얼굴 보내고 잘생겼지 거나 
 갑자기 보낼 있어요 나온 항상 연락 은 먼저 질문 안 …. 집가고있어 이렇게요 말 어나 가요 초반 연락 할 연애 안 할 라면 갑자기 할거라고 써요 저만 말 하는거 같아서 신경질 냈는데 원래 그렇다고 미안하다고는 했어 .. 11시 쯤에 아직 집 아니라고 하면 아아 위험해 빨리 들어가 써요 저번 지식인 물어봤는데 썸 이라고 하셨긴 저자 저번 까지는 하면 짝 남도 해줬는데 젠 안 말 .. 이래서 넘 해준거고여 참고 짝남",1
"달동 안 6-7 번은 만난듯 
 둘다 결혼 적령 성적 호감 잘만 봤음 좋겠다하니 천천히 알 가보자라고 하는데 
 어째 애매하니 두 보고 만날 지 말 지 결정 하겠다는 소리 들리는데 맞나 본인 은 사람 오래 지켜보고 만난다고 첫 만남 말 하길래 신중한가 애매하다는말인가 머릿속 물음표 생김 나름 대로 적극 적 손내 먼저 잡음 카톡 하트 이모티콘 자주 쓰고 만나면 뽀뽀 해달라고도 했 음으로 했는데도 꽁 냥 대는것도 없고 스킨십 일절 없으니 애매하다는거겠지 성적매력 없다는 겠지 선물 출장 갔다 와서 주고 밥 사주고 마음 건 일까",0
"여자 은 맘 없는 남자 밥술 가능해 남자 먼저 가볍게 술 잔 하자 제안 했을 
 여자 상대 호감 없는 상황 라면 적당히 핑계 대고 거절 하겠지 여자 할 없고 심심하고 남자 친분 있다면 흔쾌히 수락 하려나",0
"남자 은 호감 없이 여자 밥 먹는거 가능 우연 가장 해서 
 마음 에드 직장 남 직원 
 여자 먼저 밥 사준다고 했어 남자 예전 같은 부서 였고 지금 은 아님 
 같은 부서 시절 땐 서로 남친 여친 있었음 지금 은 둘다 솔로 
 같은 부서 사람 모인 적은있어도 
 단둘 보는건 처음 
 만나기로 약속 잡고 카톡 주고받는건 없음 아예 먹기 싫었음 핑계 되고 안된다 했겠지 바하 걸까봐 두렵 기도 
 어떻 면 급 진전 될수있을까 같은 조직 라 대놓고 들이 대긴 조심스러워서",0
직장 동료 귀엽다고 하는건 호감 있는 보고 귀엽다네,0
소개팅 해서 되어가는 남자 분 있는데 솔이 남중 남고 공대 테크 아니고 성비 반 반 학과 알바 도해 친 있는데 앙 전 집 돌이 귀찮아서 연애 안 했대 고백 하는 여자애 은 거절 소개팅 해도 맘 안 들어서 안 만나고 … 끝내는 친구 눈 까다롭다며 소개팅 안 시켜 주더 래 이건 주선 통 해서도 사실 인걸 확인 했어 근데 어쩐 일로 맘 드셨는지 살짝 뚝딱 거리 면 서도 한테 나름 호감 표현 직진 중 나도 나쁘지 않아서 나볼 지 고민 돼 여자 아예 접점 없었던 건 아니지만 어쨌든 연애 안 해본 친구 가르치고 고생 할까봐 … 많이 긴가 민가 하네 만나도 괜찮을까,1
"인중 왕 여드름 났는데 그걸 면봉 짜 줬어 

 으 지지 하고있다 

 라는 멘트 날렸어",0
"남자 이구 썸 타는 여자 
 관심 있는 건지 없는 건지 … 두번째 데이트 하는데 분위기 좋았어요 어제 비도 오고 편의점 갔는데 우산 두 개 사더라구요 감동 받았어요 왠 우산 두 개 사나 했는데 알 보니 집 갈 우산 필요하니깐 두 개 샀다는거에요 거기 두 번 심쿵했고 밥 먹고 카페 갔는데 카페 사려 고해 저번 에도 처음 만날 밥 밥 샀거든요 이미 폴 인 러브 여서 오늘 은 내겠다고 약속 대략 적 잡았어요 분위기 나쁘지 않았어요 원래 연락 안되나요 쩝 안달 닌거 같긴하거 같고 뭔가 서로 호감 같은데 … 호감 인 건지 아닌 건지 … 원래 선톡 안 하는 편 친해지려고 썻",0
소개팅 여자 호감 시그널 먼저 애프터 말 할 웃어 줌 적극 호응 해줌 연락 할 답장 제대로 해줌,1
"호감 있는 같은 직원 한테 커피 한잔 하자 했다가 
 처음 분 한테 먼저 사줘서 고맙다고 나도 점심 먹고 오길래 한잔 했다가 괜찮단 소리 들음 근데 저번 주인 한번 식사 오셔서 분 먼저 보고 커피 주심 

 거나 먹고 떨어져라 놈 하는 뜻 이냐 아직 스몰토크 밖에 안 하는 사이 ...",0
둘이서 소 주먹 했는데 백퍼 호감 없는,0
상대방 몸 안좋은데도 나를 굳이 집 데려다주고 택시 타고 가더라 춥다 갑자기 손 잡아주더라 호감 이야,1
여자 먹던 숫 가락 만둣국 만두 건져주면 호감 있는거 아니냐 침 교환 하는 사이 랄,0
"소개팅 번호 물어보는거 호감 
 첫 만남 술 먹고 이런저런 이야기 하느라 번호 못 줬는데 자리 애프터 신청 버렸고 맘 들어서 

 끝나고 이런저런 이야기 하다가 번호 물어보네 보통 끊고 싶으면 안 물어보지",1
"동갑 말 놓 자해 놨 
 대화 중간 중간 

 남자 
 이렇게 말 많은 스타일 아닌데 오늘 말 많다 술 못 마시는 편 나중 마시러 가자 
 사람 치 이기도 사람 한테 힐링 받기도 하는데 오늘이 그런 날인 같네 식 말 해서",1
"예전 하던 데 포천 이었는데 
 본가 안양 

 운전 하는 조아한다면서 포천 안양 가야지하고 금욜 퇴근 할 차 타라 글케 델따 줌 … 차 막혀서 두 넘게 리더 집 내려주고 밥 간단히 먹고 사람 은 다시 포천 돌아감 ;; 근데 나이 차이 났었고 7 살 … 
 나를 완전 애로 보는 느낌이었는데 
 소개팅 했다 얘기 한테 했었어 지금 생각 하면 사람 은 였을까 싶음 심심한 사람 이었던 같긴 …",0
테이크 아웃 음료 맛 볼 상대방 썼던 빨대 그대로 받아 먹으면 호감 있어서 그런거야 굳이 뚜껑 열어 먹으면 더럽다고 생각 할까봐 더럽게 생각 안 한다는 표시,0
남자 드라이브 시켜주고 얘기 많이 나누는건 호감 일까 모임 만났는데 사람 2 번만 났어 집 빨리 들어가기 싫다니까 드라이브 안해 좋다 했거든 모임 끝나고 11시 지금 드라이브 음료 마시고 걷고 수다 떨고 이상형 얘기 했거든 호감 사람 쉬 이야기 나누면 본인 좋으니까 얘기 하는거야,1
"같은 사업 장 근무 하는데 
 맨날 대중교통 타고 퇴근 하는것 같길래 
 쪽 가냐고 해서 같은 방향 이길 레 태워 
 물어봤더니 흔쾌히 수락 하시더라 내일 퇴근 하기로 했는데 여자 은 호감 없어도 남자 태워 준다고 하면 타고 예쁘셔서 하는 생각 자꾸 들어서 뇌내 망상 이면 ....;",0
"주말 알바 있는 중이 
 사장 님 알바생 챙기는 스타 일임 본인 은 시작 한지 안되서 어리 버리 중 
 사장 님 말 걸어주고 다정함 
 저번 퇴근 햇 는데 집앞 데려다 줌 주말 또는 월요일 밥 끼 사준다고 하는데 
 뭘 
 본인 차 바꾼거 운동 할거다 말 
 관심 갖고있는걸 물어보진 않아 
 카톡 따로 한적 한번 없고 

 저번 주 퇴근 시시콜콜한 얘기 주고받다가 주말 평일 밥 한번 먹자고 못 알아 들어서 엉뚱한 얘기 걍 넘어갔는데 

 오늘 갑자기 전화 주말 월요일 밥 먹자라고 하시더라",0
"소개 만나서 연락 은 3 주 만남 은 2 번 봤는데 호감 인지 아닌지 햇 갈리네요 연락 엄청 되서 퇴근 잠들기 전 계속 연락 하는 날 있고 반대 지 까인 싶을 연락 엄청 안되는 날 있고 호감 표현 엄청 해도 돌아오는 느껴질만 호감 표현 은 없고 
 어려 보인다 이다 몸 보인다 칭찬 해주는데 딱히 접으려고 할 쯤 먼저 어디가 자하거나 일어나자마자 모닝콜 먼저 전화 해주고 만났을 땐 분 집 갈 대리 부를 마다 먼저 차 이야기 기다려 줬다가 달라 붙잡 기도 하는데 갈피 못잡겠어요 집 나오는 편도 아니고 친구 자주 안 보는데다 집 들어가면 방해 금지 모드 하는 분 쪽 먼저 통화 해주면 받지만 통화 먼저 수도 없네요 다음주 보기 했는데 분 은 처음 만나 봐서 갈피 안 잡혀요 원래 가요 적어도 호감 은 있을까요",1
한테 호감 있나요 같은 팀 선배 눈 난 데 회사 에선 일반 적 인 팀 원 똑같은데 퇴근 나면 카톡 되고 따로 먹으러 가자하면 보통 거절 안 놀고 그러는데 고백 갈겨 되나요,0
"호감 없는 사람 여행 갈 수 있어 친구 단체 가는 말고 
 여행 가는거 

 회사 알 여성 분 어쩌다가 여행 가게 됐는데 
 가끔 여행 다니고 있어 

 1 박 2일 은 아니고 당일치기 

 난 이분 한테 호감 있어서 접근 한건데 
 이분 은 여행 갈 사람 있으면 좋으니깐 따라다니는걸 이분 은 집밖 나가는거 극도 싫어한다고 회사 출근 할 빼고는 집 안 나가고 누워서 폰겜 

 좋다는데 여행 갈래 이러면 좋아요 이러고 따라와 

 근데 이분 먼저 가자 한적 은 한번 없고 .. 여행가 자고 할 여행 계획 짤 빼고는 카톡 안 돼 .. 카톡 안 한다고 그러긴 했는데 
 보통 호감 있다면 톡 연락 많이 하지 않아 웃긴건 전화하면은 서로 1시간 넘게 전화기 붙잡고 통화 .. 여행 가면 은 만나서부터 헤어질 일일 퀘스트 한다고 폰겜 켤 빼고는 폰 한번 안 만지 그런거 카톡 안 싶 기도 .. 전 이분 직장 여자 동료 분 카페 이상형 이야기 하는거 들었는데 
 이분 은 키 180 넘고 외모 귀여운 남자 이상형 근데 난 키 170 어디가 무섭게 생겼다는 말 많이 들었어 이상형 다르고 .. 가자고하니깐 따라다니는걸 .. 형 누나 은 생각",0
"소개팅 녀 세번 째 만나는데 
 원래 예정 없던 약속 이었는데 

 저녁 못 먹은 채 소개팅 녀 연락 하다가 

 소개팅 녀 야근 하느라 저녁 못 먹고 이제 퇴근 다는거야 급작 스럽게 먼저 8시 만나서 밥 먹자고 해서 약속 잡앗는데 

 면 한테 호감 있는거지 여자 은 보통 당일 약속 잡는거 싫어한다고 들었어서 ...",1
"번개 약속 거나 갑자기 찾는 여자 
 항상 사람 만날 약속 미리 잡아 두고 만나는 스탈 이라서 주말 이럴 어지간하면 약속 차있음 호감 있는 애가 직장 까였다고 갑자기 보자고 하는데 ... 
 오늘 디게 중요한 약속 그걸 취소 하자니 민폐 .... 

 원래 여자 은 이렇게 기분 갑자기 부르고 싶을 많아 전 썸씽 있던 그랬어서 ....",0
"여자 호감 없이 남자 둘이서 술 먹는거 가능 그것 반 반 부담 

 호감 은 있는거야",0
"소개팅 썰 듣더니 그렇게 얘기 하는 많네 .. 소개팅 첫 만남 

 1 차 맥주 
 2 차 소주 
 3 차 노래방 

 갔거든 근데 여자 3 차 밑 끝 없이 술 계속 마셨어 난 술 센 편이 라 그닥 안취 했는데 
 여자 길거리 걷는데 비틀대면서 걷더라 부축 해준다고 어깨 잡아주고 손잡음 취했네 집 택시 태워 보냄 여자 남자 할 없이 친구 
 보고 여자 취한 
 쉬었다 갔어야지 
 혼내는데 

 맞아 여자 계속 이상형 라던가 연 애사 물어보면서 
 호감 표시 하긴 했는데 
 날 연락 없음",0
"편 순이 볼때 마다 

 환하게 웃으면거 인사 하는데 

 오해 싶어서 

 다른사람 들어올 보 

 무표정 인사 하더라 

 저번 1 1 음료수 줬을 

 한테 호감 생긴거 같은데 

 어쩌지",0
"오랜 진국 같은 사람 알 돼서 
 외모 스타일 아니었는데 이야기 보니 
 얼굴 멋있게 느껴질 
 용기 많이 내서 
 해본 적도 없는 적극 어필 했는데 
 그게 부담스러웠는지 선 긋더라 티키타카 되고 가치관 비슷하고 
 전화 자주 
 전화 했다하면 기본 1시간 반 은 넘고 
 통화 하는 재밌다고 몇번 그러고 
 오빠 호감 이구나 했는데 

 아직 여자 한테 마음 열 준비 안 됐대 전여친 9년 만났는데 부모님 반대 버티다가 작년 겨울 헤어져서 아직 상처 큰 듯 여자 한테 마음 주는 이제 무섭단 얘기 했었음 랑은 친구 로는 좋 다해 그러기로 했는데 
 친구 남는다고 달라질까 난 오빠 꿈 나오고 난리 버거지인데 

 연락 끊어야 감정 잦아 들겠지 남자 싶다 생각 든 안 되는 남자였는데 
 아쉬워 가서 이렇게 까이는 여자 아닌데 
 충격 적 이기도 아무리 마음 준비 안 됐다 
 마음 드는 여자 였다면 이렇게 밀어내진 않았겠지 옆 친구 상태 기다리면서 매력 발산 한다고 
 오빠 마음 움직일까",0
"중간 보기 했음 호감 대전 까지는 차편 없고 난이 이남 잔포 기해 겠다 생각 먼거 미안하다 했어 난 끝 맺음 말 하려고 하고있었지 서울 이면 갈수 했더니 끝나고 서울 오겠데 
 정돈 남자 쪽 볼 마음 있는거야",1
"말 하려는 상대방 은 나와 알 지낸 사람 이며 
 분과 아는 지인 오랜 모임 형성 
 보고 분 오게끔 말 해달라고 지인 부탁 해서 연락 
 오시 이야기 이야기 하게 
 하는 말 

 성격 성향 가냐며 땅바닥 매력 질질 흘려서 환경미화원 분들 고생 하신다 실 은 환경미화원 이다 힘들다 있는 근처 안 간다 
 이럼 … 

 자제 하면 오셔야 한다 오셔서 쓸어가세요 했더니 
 원래 그렇게 태어났는데 그러다 헤어 나오지 못 하면 책임질거냐 책임져야 가지 한테 호감 있는거 맞아",0
"호감 전제 
 밥 번 먹자라는 사내 메신저 받아 본 사람 대 했어 상대 극혐 수준 은 아니고 나도 괜찮게 생각 했던 사람 고민 되네 밥 끼 해도 괜찮겠지",1
"친목 방 사람 만나서 술 마시고 놀았는데 
 완전 재밌었어 모르는 사람 이렇게 즐겁게 놀 수 있나 싶을 재밌었음 1 차 이자카야 2 차 노래방 가서 놀았는데 
 1 차 맞은편 앉은 사람 자꾸 흘깃흘깃 쳐다봐서 모르는 하다가 빤히 보길래 나도 쳐다봤더니 흐린 눈 피 하더라고 쳐다보길래 눈 마주치면 살짝 웃고 
 술 들어가니까 눈빛 뭐랄까 ....... 뜨겁 유혹 하는 눈빛 이라서 살짝 당황 했는데 스윽 핸드폰 내밀면서 번호 물어보더라 2 차 노래방 에서도 옆 앉아서 장난 받아주고 
 술 짠해주고 호감 100 퍼 라 생각 했는데 ..... 연락 안 오냐 
 당연히 연락 올 줄 알았는데 스바",0
"남자 분들 궁금한게 있는데 
 사회 화 되어있는 인티제 분 은 
 먼저 귀엽다거나 선톡 보내는 ... 호감 사인 일까",1
"오빠 호감 이야 챙겨주구 알려주고 
 차오면 막아주구 
 좋은데 가서 밥 먹자구 하구 
 속 얘기 하구 

 이러면 한테 관심 있는거야 ... 라서 한테 두 편하게 말 하는거야 그리구 
 챙겨주면 들은 싫어하까 오빠 좋아하는거 미리 알 준비 한다던지 
 궁금해 알려줭",1
"소개팅 애프터 거절 
 안 읽 씹이 당연한 주선 좋은 사람 이라고 매너 있고 점잖고 칭찬 많이 만났고 
 먼저 한테 호감 표현 했 고해 애프터 만났는데 
 헤어지고 안 읽 씹 중이 하루 

 거절 은 당연히 할수 있는건데 
 적어도 매너 좋은 사람 거절 멘트 의상 남길줄 알았는데 안 읽 씹 당해서 당황 스럽다 원래 소개팅 안 읽 씹은 국룰 별로 소개팅 경험 없어서 모르겠네",0
"처음 만났을 남자 봐도 날 맘 들어 하는게 보임 두 남자 한테 호감 가서 이례 적 첫날 술 마심 근데 술 마실 취해 실수 

 어릴 남자 합 석 놀 그남자 대 만취 남자 집 데려다 줌 

 이후 연락 안 옴 기다려 볼까 아님 아예 끝난 연락 없는 심리 알려줘",0
"폰 판매원 주말 하냐 묻는건 호감 표시 정식 서비스 센터 폰 계약 하구 왓 는데 
 여직원 배웅 나오면서 
 이제 주말 하세요 
 쉬어야죠 
 조켓다 

 랫 는데 
 모임 한테 호감 보 인거",0
"서로 마음 있는거 알고있는데 쪽 에서는 노력 안해 바쁘면 상대방 궁금해하지도 않고 먼저 연락 안 하는게 맞아 그래놓고 호감 표시 충분히 했는데 못 알아봐주냐고 ... 답장 하는게 노력 이야 최소한 80 하면 넌 20 노력 이라도 보여줘 야하는거 아니야 떠 먹여 줘야하나 자리 서서 발짝 안 다가오는데 연애 

 만나도 어필 할 가치 없는 매력 없는 사람 느껴지나 라는 생각 자존감 떨어지는거 같아서 이제 싫다",0
"이성 안지 6 개월 만에 소울메이트 가능하냐 동기 부서 가면 
 같은 팀 처음 만났고 
 같은 매일 점심 먹고 
 야근 하는 날 은 집 갔어 합 숙소 살거든 업무 적 으로도 의지 할 수 있고 성격 되게 맞아서 
 남 소울메이트 부를 정돈 데 
 근데 한쪽 은 애인 있음 ..",0
"아는 빤데 

 ……. 잘생겨서 상대방 날 여자 보지 않겟구나 아는 사이 2년 보내다가 

 오랜 얼굴 보자 해서 만났는데 
 한테 이뻐졌다면서 이야기 이상형 묻길래 곱상하게 잘생긴 사람 은 사람 으로만 본다고 이야기 했더니 

 삐졌어 … 설명 했어 그런 사람 은 한테 관심 안 갖는다 따라온 답변 난 같은 스타일 만나 보고싶은데 이제 노총각 … 난 글러 먹었다 만난 내내 계속 넌 남자 많을거야 없으면 이상해 이러면서 계속 말 아리까리하게 하더라고 신호 
 대놓고 호감 표현 했어 근데 한테 선 넘으면 안될거 같다면서 
 간신히 끈 부여잡고있다고 간 장타 하지말라고 러더 사람 한테 호감 있는거니",0
직장 후배 밥 먹자 카페 가자 하는데 호감 일까 놀 사람 필요한 돈 반 반 내는 편이 대신 운전 하면 커피 값 은 계산 하는 만나면 시시콜콜한 얘기 스몰토크 하는데 은 가는 편이 재미있기도 하구요 ..,0
"썸 번 안타 봐서 몰루 
 친목 운동 모임 참여 하면 걔 꼭 참여 해서 
 원래 모임 나가는거 좋아하나 싶었는데 안 가면 분도 안 가시더라 종종 카톡 쓰 잘데기 없는 선톡 하셔서 수다 쟁이 시 군 했는데 
 사람 한테 선톡 적 없대 오늘 모임 만났었는데 
 헤어질 한테 초콜렛 선물 줌 
 원래 여자 남자 주는 날 아닌 감 
 주더 일욜 약속 없냐고 없으면 해장 하자고 선언 튐 썸 모임 원 호감 작",1
"상사 동료 점심 먹는 자리 
 꿈꿨다고 말 하는건 뭘 상당히 밝은 성격 사람 이긴한데 
 호감 없는 사람 꿈꿨는데 그걸 팀 원 들있는 자리 이야기 할 수 있어",0
"술자리 처음 만나서 번호 교환 연락 하게 술자리 분위기 서로 아주 가벼운 관심 였던거 둘다 나이 20 대 

 남자 지방 서울 이후 3 주 남자 서울 올라옴 전시 하게 됐는데 궁금하다고 보고 싶다 축하 선물 들고 왔길래 밥 사주고 남자 와인 바 사줌 그러고 야경 보러 갔다가 헤어짐 

 두번째 만남 은 지방 내려가게 가서 차 빌려서 호수 드라이브 밥 먹고 카페 가고 와인 바 가고 그날 은 친구 비용 부담 돌아가는 표 끊어 줌 기차 타는 데려다주고 해서 호감 이구나 싶었음 … 

 세번 째 만남 은 생일 기념 대접 준다고 남자 서울 올라옴 2 번째 만남 이후 서로 스케줄 달 반 만에 봄 전 친구 한테 미안할 일이 있긴 해서 괜찮다고 걍 술 사라 말 하기도 했음 튼 전시회 갔다가 와인 바 가고 헤어짐 전날 술 많이 마시고 숙취 심하다는데 차려입고 머리 세팅 왔길래 관심 있구나 싶었음 .. 이렇게 총 매일 연락 기간 은 2 개월 넘고 알 된지는 3 개월 카톡 내용 은 달달 거나 그런건 없고 의미 없는 일상 공유 톡 난 한다 -> 재밌겠다 난 하는 중 식 대화 반복 답장 길고 사실 첫 달 은 말 재밌긴 했음 근데 이제 솔직히 재미 없고 답 느리고 이렇게 연락 서로 굳이 이어나가는지 모르겠어서 ‘ 카톡 이어나가는게 관심 이냐 끊어내기 미안해서냐 ’ 물어봄 남자 자긴 카톡 자체 연속 적 인 연락 수단 원래 생각 안 약속 잡는 용 생각 친구 로서 대하 있다고 말함",0
"소개 받은건 아니고 지인 모임 어쩌다 만나고 어쩌다 번호 교환 해서 지금 2 주 째 카톡 하고있는데 전화 한번 안 해봤고 개인 적 만나서 밥 카페 술 한적 한번 있고 며칠 약속 있어 

 호감 연락 끊어지지 않는거 한테 관심 은 있어 보이는데 썸 일까",1
카톡 오래 연락 싶다고 누나 한테 진심 할게 이모지 잔뜩 붙여서 보내니까 누나 한테 하트 이모지 붙이면서 기대한다고 말 하는데 호감 맞죠,1
